Contact Name,Call Type,Call ID,Call Receive Tone
SP5ARW Piotr,2,2600775,1
SP7CC Arek,2,2600777,1
SP4DIR Michal,2,2600778,1
SP9H Michal,2,2600779,1
SP9XDS Daniel,2,2600780,1
SP2XD Jerzy,2,2600781,1
SP8BAR Maciej,2,2600782,1
SQ3SNK Damian,2,2600784,1
SP2WRH Rafal,2,2600785,1
SP3MO Maciej,2,2600786,1
SP5ATX Patryk,2,2600787,1
SQ5JNJ Wojciech,2,2600788,1
SP9TPX Patryk,2,2600789,1
SQ5BIO Ewa,2,2600790,1
SQ7T Marcin,2,2600791,1
SP3Q Jakub,2,2600792,1
SP7EN Dominik,2,2600793,1
SQ5BAC Kazimierz,2,2600794,1
SQ8LUC Marcin,2,2600795,1
SQ2CBA Piotr,2,2600796,1
SP2DM Marcin,2,2600797,1
SP8VGA Marcin,2,2600798,1
SP6CYN Slawomir,2,2600799,1
SQ7PGP Michal,2,2600800,1
SP6BKJ Jakub,2,2600801,1
SQ4SR Sylwester,2,2600802,1
SP6BX Maciej,2,2600803,1
SP5BI Sylwester,2,2600804,1
SP9QLO Damian,2,2600805,1
SP7CCW Mikolaj,2,2600806,1
SQ4FDK Piotr,2,2600807,1
SQ5CKZ Cezary,2,2600808,1
SP6KB Krzysztof,2,2600809,1
SQ9WIS Wiktor,2,2600810,1
SQ2AR Adam,2,2600812,1
SQ3KAR Adam,2,2600813,1
SQ5WTF Piotr,2,2600814,1
SP9BOT Marcin,2,2600815,1
SP3EED Dariusz,2,2600816,1
SP7SQK Edward,2,2600817,1
SP7DE Dariusz,2,2600818,1
SP4KWD Dariusz,2,2600819,1
SP7LE Lukasz,2,2600820,1
SQ4ENR Jakub,2,2600821,1
SP2ROC Jakub,2,2600822,1
SP7MOW Andrzej,2,2600823,1
SP8MB Marcin,2,2600824,1
SQ2PPJ Piotr,2,2600826,1
SP3MW Maciej,2,2600827,1
SP3BKR Maciej,2,2600828,1
SQ3NTY Jakub,2,2600829,1
SP5SI Szymon,2,2600830,1
SP6GDI Przemysla,2,2600831,1
SP3VZT Artur,2,2600832,1
SP2MGO Marcin,2,2600833,1
SQ6ILH Sebastian,2,2600834,1
SP8ADU Andrzej,2,2600835,1
SQ1GQE Marcin,2,2600836,1
SQ3GOK Robert,2,2600837,1
SP1AR Antoni,2,2600838,1
SP4BAO Pawel,2,2600839,1
SP3XA Cezary,2,2600840,1
SP6DA Adam,2,2600841,1
SQ9LCL Piotr,2,2600842,1
SQ5JUU Marek,2,2600843,1
SP9JMD Adam,2,2600844,1
SP2SLU Michal,2,2600845,1
SP2KL Bartosz,2,2600846,1
SP9HT Piotr,2,2600847,1
SP7THC Michal,2,2600848,1
SP7TBS Tomasz,2,2600849,1
SQ5AXR Andrzej,2,2600850,1
SP5NEL Konrad,2,2600851,1
SP6ONA Magdalena,2,2600852,1
SP6DMR Francisze,2,2600853,1
HF4BSD Pawel,2,2600854,1
SP8ABT Piotr,2,2600855,1
SP8KM Mariusz,2,2600856,1
SP3BAH Mariusz,2,2600857,1
SP7MSN Michal,2,2600858,1
SQ5SM Marcin,2,2600859,1
SP5SBB Szymon,2,2600860,1
SP2GRP Piotr,2,2600861,1
SP5TSA Marcin,2,2600862,1
SQ5FSO Pawel,2,2600863,1
SP3DAN Daniel,2,2600864,1
SP7MAK Marcin,2,2600865,1
SQ2JYJ Grzegorz,2,2600866,1
SP6TO Lukasz,2,2600867,1
SP3SC Pawel,2,2600868,1
SP6LOL Radoslaw,2,2600869,1
SP3DEF Pawel,2,2600870,1
SQ8RW Robert,2,2600871,1
SO9L Rafal,2,2600872,1
SP9SVU Jan,2,2600873,1
SP6SLP Sebastian,2,2600874,1
SQ9FMC Artur,2,2600875,1
SP1ATL Michal,2,2600876,1
SP7ETC Rafal,2,2600877,1
SP2HAV Krzysztof,2,2600878,1
SP34U Grupa,2,2600879,1
SP2SJG Stanislaw,2,2600881,1
SP2FNR Dominik,2,2600882,1
SP6LTP Zbigniew,2,2600883,1
SP4TW Tomasz,2,2600884,1
SP4BL Bartosz,2,2600885,1
SQ5RGW Jacek,2,2600886,1
SP4EBD Edmund,2,2600887,1
SQ7PGP Michal,2,2600888,1
SP7SKT Michal,2,2600889,1
SP5DJ Jacek,2,2600890,1
SP0DZ Daniel,2,2600891,1
SQ7RAD Radoslaw,2,2600892,1
SP8WJF Zdzislaw,2,2600893,1
SP2MWZ Brunon,2,2600894,1
SP9ODU Jacek,2,2600895,1
SP9RRI Anna,2,2600896,1
SQ3MZU Lukasz,2,2600897,1
SP8DSX Bogdan,2,2600898,1
SP6BVK Artur,2,2600899,1
SP7JB Jaroslaw,2,2600900,1
SQ5C Marcin,2,2600901,1
SP7MFU Andrzej,2,2600902,1
SP4JZ Jaroslaw,2,2600903,1
SP8EK Eugeniusz,2,2600904,1
SP2GNR Piotr,2,2600905,1
SQ5NAN Mariusz,2,2600906,1
SP9APV Maciej,2,2600907,1
SP3CET Wladyslaw,2,2600908,1
SP1MBO Marek,2,2600909,1
SP3TOM Tomasz,2,2600910,1
SP7EV Jacek,2,2600911,1
SQ9WDR Mariusz,2,2600912,1
SP6NET Robert,2,2600913,1
SQ6KPI Piotr,2,2600914,1
SP9HGN Jaroslaw,2,2600915,1
3Z1P Piotr,2,2600916,1
SQ9SHX Kamil,2,2600917,1
SN3V Edward,2,2600918,1
SP9TBM Tomasz,2,2600919,1
SP3PGX Klub,2,2600920,1
SP9ATX Zdzislaw,2,2600921,1
SP9WSS Wojciech,2,2600923,1
SQ9ABR Andrzej,2,2600924,1
SN6DFN Aleksande,2,2600925,1
SP6TKN Hubert,2,2600926,1
SP5PW Piotr,2,2600927,1
HF5P Pawel,2,2600928,1
SQ5MGP Ireneusz,2,2600929,1
SP3WIP Piotr,2,2600930,1
SP3SW Tadeusz,2,2600931,1
SP5MDR Miroslaw,2,2600932,1
SP9PSP Witold,2,2600933,1
SP3QDU Henryk,2,2600934,1
SP6KH Kamil,2,2600935,1
SQ2HEG Bogdan,2,2600936,1
SP9EP Pawel,2,2600937,1
SP8OWL Piotr,2,2600938,1
SQ7EHG Michal,2,2600939,1
SQ8TDI Tomasz,2,2600940,1
SP2JW Jonasz,2,2600941,1
HF8FRN Wiktor,2,2600942,1
SQ2OFX Stefan,2,2600943,1
SP7BAL Lukasz,2,2600944,1
SQ9MTI Mateusz,2,2600945,1
SP7DOD Bartosz,2,2600946,1
SP8JW Wojciech,2,2600947,1
SQ1GYI Zbigniew,2,2600948,1
SQ7MRY Andrzej,2,2600949,1
SP9FK Jakub,2,2600950,1
SQ7NLC Zygmunt,2,2600952,1
SP5UHG Adam,2,2600953,1
SP5BA Mariusz,2,2600955,1
SP3WRO Mateusz,2,2600956,1
SQ2MAX Adam,2,2600957,1
SP3HB Henryk,2,2600959,1
SP9ODI Stanislaw,2,2600960,1
SP8TI Jan,2,2600961,1
SP9IJE Waclaw,2,2600962,1
SQ6GTQ Tomasz,2,2600963,1
SP1WLQ Radoslaw,2,2600964,1
SQ3RDE Daniel,2,2600965,1
SP7JOA Zbigniew,2,2600966,1
SP8NTX Ireneusz,2,2600967,1
SQ5SLK Lukasz,2,2600968,1
SQ5WRX Marcin,2,2600969,1
SP7ZLW Krystian,2,2600970,1
SP6PFL Mariusz,2,2600971,1
SP4JP Jakub,2,2600972,1
SP4OIT Tomasz,2,2600973,1
SP6MB Mariusz,2,2600974,1
SP6AFL Artur,2,2600976,1
SO3JA Jozef,2,2600977,1
SQ7ASG Arkadiusz,2,2600978,1
SQ9RIH Krzysztof,2,2600979,1
SP5FAR Sebastian,2,2600981,1
SQ9TK Tomasz,2,2600982,1
SQ9JYK Piotr,2,2600983,1
SP1LEX Konrad,2,2600984,1
SP7BMW Filip,2,2600985,1
SQ8OQC Piotr,2,2600986,1
SP5BOT Przemysla,2,2600987,1
SP6WBL Arkadiusz,2,2600988,1
SP7RB Robert,2,2600989,1
SP5CRO Stanislaw,2,2600990,1
SP2BLB Marian,2,2600991,1
SP7ARA Jacek,2,2600992,1
SP9AOX Wojciech,2,2600993,1
SQ2ODE Mariusz,2,2600994,1
SP9POL Marcin,2,2600995,1
SP7CC Arek,2,2600997,1
SQ2RAD Adrian,2,2600998,1
SP7TECH Klub,2,2600999,1
SP0RP Klub,2,2601000,1
SQ1TAO Krzysztof,2,2601002,1
SQ1GZG Bogdan,2,2601003,1
SQ1FTF Tomasz,2,2601005,1
SQ3DHO Krzysztof,2,2601007,1
SP1XNA Adrian,2,2601008,1
SP1WSX Tomasz,2,2601009,1
SQ1JGC Agnieszka,2,2601010,1
SQ1EUY Jerzy,2,2601011,1
SP1XNE Maciej,2,2601013,1
SP1AZ Albin,2,2601014,1
SQ1PQQ Mariusz,2,2601015,1
SP1FTI Dariusz,2,2601019,1
SP9HAN Grzegorz,2,2601020,1
SQ1BHK Aleksande,2,2601021,1
SQ1PSD Marek,2,2601022,1
SQ1PIN Piotr,2,2601023,1
SQ1GZO Grzegorz,2,2601024,1
SP1ST Krzysztof,2,2601025,1
SP1WSR Andrew,2,2601026,1
SQ1SNV Bartosz,2,2601027,1
SQ1GQN Marcin,2,2601029,1
SP1WSX Tomasz,2,2601032,1
SP1N Maciej,2,2601033,1
SP1XNJ Malgorzat,2,2601034,1
SP1B Lukasz,2,2601035,1
SQ1PRA Seawomir,2,2601036,1
SP1JT Wojciech,2,2601037,1
SQ1PSD Marek,2,2601038,1
HF1RF Remigiusz,2,2601040,1
SP1CIN Konrad,2,2601041,1
SQ1BHK Aleksande,2,2601042,1
SP1VDE Pawel,2,2601043,1
SP1CGT Andrzej,2,2601044,1
SQ1FYC Marek,2,2601045,1
SP7LK Lukasz,2,2601047,1
SP1MWB Marek,2,2601048,1
SP1VDA Roman,2,2601049,1
SP1BMW Kamil,2,2601050,1
SQ1FYB Andrzej,2,2601051,1
SP1T Lukasz,2,2601052,1
SP1MKK Mariusz,2,2601053,1
SQ1PRA Slawomir,2,2601054,1
SP1MVS Ryszard,2,2601055,1
SQ1OHF Edward,2,2601056,1
SP1UJW Wojtek,2,2601057,1
SQ1GU Andrzej,2,2601058,1
SQ1NT Leszek,2,2601059,1
SQ1WO Wojtek,2,2601060,1
SQ1BHQ Piotr,2,2601061,1
SP1IT Tomasz,2,2601062,1
SQ1OOS Michal,2,2601063,1
SQ1BSY Marek,2,2601064,1
SQ1OHF Edward,2,2601066,1
SP1WSR Andrzej,2,2601068,1
SP1NKF Jacek,2,2601069,1
SQ6SGV Zbyszek,2,2601070,1
SQ1KSG Patryk,2,2601071,1
SO1AAD Adrian,2,2601072,1
SQ1PSF Marcin,2,2601073,1
SQ1PTO Jakub,2,2601074,1
SQ1PSG Marcin,2,2601075,1
SP1NXS Marcin,2,2601076,1
SP3SPE Bartosz,2,2601077,1
SP1ODY Kazimierz,2,2601078,1
SQ1GQM Grzegorz,2,2601079,1
SQ1KSG Patryk,2,2601080,1
SQ1PTO Jakub,2,2601081,1
SQ1WDK Katarzyna,2,2601082,1
SQ1GQN Marcin,2,2601083,1
SQ1PRB Piotr,2,2601084,1
SP1BMW Kamil,2,2601085,1
SP1X Krzysztof,2,2601087,1
HF1T Robert,2,2601088,1
SP1MVS Ryszard,2,2601089,1
SQ1FYO Marek,2,2601090,1
SP1ATOM Krzyszto,2,2601091,1
SP1TILU Krzyszto,2,2601092,1
SQ1JGX Pawel,2,2601093,1
SQ1NXO Lukasz,2,2601094,1
SP3HUG Marcin,2,2601095,1
SP1MT Marek,2,2601096,1
SQ1KW Krzysztof,2,2601097,1
SP1EC Krzysztof,2,2601098,1
SP11A Cezary,2,2601099,1
SP1ADT Andrzej,2,2601100,1
SP1DX Grzegorz,2,2601101,1
SQ1OHD Marek,2,2601102,1
SP1ZPL Krzysztof,2,2601103,1
SQ1REX Piotr,2,2601104,1
SP1ZPL Krzysztof,2,2601105,1
SP1WWS Tadeusz,2,2601106,1
SQ1KX Daniel,2,2601107,1
SP1WWS Tadeusz,2,2601108,1
SO1Z Krzysztof,2,2601109,1
SQ1M Kamil,2,2601110,1
SP1IMJ Szczepan,2,2601111,1
SQ1NXP Marcin,2,2601112,1
SQ1GQV Karol,2,2601113,1
SP1FM Maciej,2,2601114,1
SP1HDI Grzegorz,2,2601115,1
SP1EPL Pawel,2,2601116,1
SP1DRD Krzysztof,2,2601117,1
SO1Z Krzysztof,2,2601118,1
SQ1GYL Adam,2,2601119,1
SQ1MNB Andrzej,2,2601120,1
SQ6POB Sergiusz,2,2601121,1
SQ3VAS Sergiusz,2,2601122,1
SQ1JGF Zbyszek,2,2601124,1
SP1GAL Krzysztof,2,2601125,1
SP6RVW Rafal,2,2601126,1
SP3UAZ Krzysztof,2,2601127,1
SP9OJW Krzysztof,2,2601128,1
SP9KGR Klub,2,2601129,1
SQ2IP Slawomir,2,2601130,1
SP3LOL Marcin,2,2601132,1
SQ2HDO Dariusz,2,2601133,1
SP7HF Michal,2,2601134,1
SP6RGB Robert,2,2601135,1
SP4I Maciej,2,2601136,1
SQ5AGN Andrzej,2,2601137,1
SP3PS Przemyslaw,2,2601138,1
SQ1KSA Andrzej,2,2601139,1
SP3AMP Pawel,2,2601140,1
SQ9JXN Arkadiusz,2,2601141,1
SP6PLF Piotr,2,2601142,1
SP5WLH Tadeusz,2,2601143,1
SP9AKT Marcin,2,2601144,1
SP1TI Bartlomiej,2,2601145,1
SN0DN Lukasz,2,2601146,1
SP9HBM Arkadiusz,2,2601147,1
SP9ODF Ryszard,2,2601148,1
SP5FXJ Marcin,2,2601149,1
SP6INI Jacek,2,2601150,1
SP4ALA Bartosz,2,2601151,1
SP1KAR Dawid,2,2601152,1
SP2JB Jaroslaw,2,2601153,1
SP1PLO Pawel,2,2601154,1
SQ7WT Wojciech,2,2601155,1
SP9CST Edward,2,2601156,1
SO4SO Marcin,2,2601157,1
SQ8MFK Dariusz,2,2601158,1
SP7LBA Lukasz,2,2601159,1
SN7MZ Mariusz,2,2601160,1
SP5IDC Maciej,2,2601161,1
SQ9HHL Krzysztof,2,2601162,1
SQ6COQ Waldemar,2,2601163,1
SP5NFT Jaroslaw,2,2601164,1
SQ1DOZ Marcin,2,2601165,1
SQ3PCH Mikolaj,2,2601166,1
SP5RAJ Radoslaw,2,2601167,1
SP5XYZ Przemysla,2,2601168,1
SQ9MDT Tomasz,2,2601169,1
SP3JH Henryk,2,2601170,1
SQ9OYP Krzysztof,2,2601172,1
SP0NGE Jakub,2,2601173,1
SQ4FKS Tomasz,2,2601174,1
SQ7PSS Wojciech,2,2601175,1
SQ9EOW Adam,2,2601176,1
SQ3GKN Grzegorz,2,2601177,1
SP7DTU Janusz,2,2601179,1
SP3AG Arkadiusz,2,2601180,1
SQ5FLP Piotr,2,2601181,1
SP5WQ Mateusz,2,2601182,1
SP5ATH Filip,2,2601183,1
SP1RWU Jakub,2,2601184,1
SP4BIA Bartosz,2,2601185,1
SP1RAJ Radoslaw,2,2601186,1
SP7DXM Daniel,2,2601187,1
SP4RAJ Radoslaw,2,2601188,1
SQ2KTL Aleksande,2,2601189,1
SQ2HEB Bogdan,2,2601190,1
SP9TCB Marek,2,2601191,1
SP2KEC Dariusz,2,2601192,1
SP8NI Edward,2,2601193,1
SQ9MCP Jerzy,2,2601194,1
SP3VAG Ryszard,2,2601195,1
SQ5CZA Jacek,2,2601196,1
SQ7KPI Mariusz,2,2601197,1
SP5WN Marcin,2,2601198,1
SQ5MPG Maciej,2,2601199,1
SQ7KPI Mariusz,2,2601200,1
SP2SCS Karol,2,2601201,1
SP6GSA Grzegorz,2,2601202,1
SP9AA Piotr,2,2601203,1
SQ1EIG Grzegorz,2,2601204,1
SQ5CN Cezary,2,2601205,1
SQ5LTP Lukasz,2,2601206,1
SQ7BCF Boguslaw,2,2601207,1
SP8SPC Grzegorz,2,2601208,1
SQ6QV Tomasz,2,2601209,1
SQ7MZ Mariusz,2,2601210,1
SP2AA Ryszard,2,2601211,1
SQ9MR Mariusz,2,2601212,1
SQ9LS Slawomir,2,2601213,1
SP9KAM Jakub,2,2601214,1
SN5S Piotr,2,2601215,1
SP1GKM Robert,2,2601216,1
SP0KS Marcin,2,2601217,1
SQ5HKW Hubert,2,2601218,1
SP5AQN Milosz,2,2601219,1
SP2GSK Lukasz,2,2601220,1
SQ2WB Jakub,2,2601221,1
SP6WJT Wieslaw,2,2601222,1
SP5SPR Piotr,2,2601223,1
SQ2DPB Przemysla,2,2601224,1
SP5BTC Radoslaw,2,2601225,1
SP8OBD Piotr,2,2601226,1
SQ6OCN Rafal,2,2601227,1
SQ5OUX Norbert,2,2601228,1
SP9WZB Edward,2,2601229,1
SP9MCZ Ryszard,2,2601230,1
SP9WOO Lukasz,2,2601231,1
3Z0E Eustachy,2,2601232,1
SQ6ADI Adrian,2,2601233,1
SQ2EEY Krystian,2,2601234,1
SP5RNB Jaroslaw,2,2601235,1
SP2ADL Adam,2,2601236,1
SP2BE Tobiasz,2,2601237,1
SP9SCA Andrzej,2,2601238,1
3Z9V Piotr,2,2601239,1
SQ5BEE Mariusz,2,2601240,1
SP5WML Robert,2,2601241,1
SQ8WP Przemyslaw,2,2601242,1
SP5SD Sebastian,2,2601243,1
SP7JB Jaroslaw,2,2601244,1
SP6BAZ Krzysztof,2,2601245,1
SP2JGG Eugeniusz,2,2601246,1
SP6PPG Jan,2,2601247,1
SQ6NEI Piotr,2,2601248,1
SP6HPF Michal,2,2601249,1
SP2HQY Dariusz,2,2601250,1
SO9KA Karol,2,2601251,1
SP9UP Marek,2,2601252,1
SO5MAJ Jan,2,2601253,1
SP1V Krzysztof,2,2601254,1
SP9TP Tomasz,2,2601255,1
SP5CTP Michal,2,2601256,1
SP9RAD Radoslaw,2,2601257,1
SP5DMK Daniel,2,2601258,1
SQ9BKP Wojciech,2,2601259,1
SP3KP Piotr,2,2601260,1
SQ3MS Marcin,2,2601261,1
SP9JCK Jacek,2,2601262,1
SP5EXT Maciej,2,2601263,1
SQ5JUT Tomasz,2,2601264,1
SQ7GTA Wojciech,2,2601265,1
SP5ARE Arek,2,2601266,1
SP9EEE Piotr,2,2601267,1
SP7AZ Andrzej,2,2601268,1
SP5HGW Krzysztof,2,2601269,1
SO5WZ Wojciech,2,2601270,1
SO5TD Tomasz,2,2601271,1
SP2WN Wenancjusz,2,2601272,1
SP3GW Krzysztof,2,2601273,1
SP9HC Szymon,2,2601274,1
SP9RWR Rafal,2,2601275,1
SP9MOC Michal,2,2601276,1
SP2ARK Andrzej,2,2601278,1
SP5WT Marcin,2,2601279,1
SQ5TC Tomasz,2,2601280,1
SQ7AWP Artur,2,2601281,1
SP2WGC Leszek,2,2601282,1
SP5NOP Jakub,2,2601283,1
SQ8PGS Piotr,2,2601284,1
SQ7PWL Pawel,2,2601285,1
SP9WZP Waclaw,2,2601286,1
SP9NB Marcin,2,2601287,1
SP3UK Rafal,2,2601288,1
SQ5E Pawel,2,2601289,1
SP6WTF Robert,2,2601290,1
SP5AFM Marcin,2,2601291,1
SP5OPS Herman,2,2601292,1
SP8BJ Jacek,2,2601293,1
SP8BK Karolina,2,2601294,1
SO5LAR Rafal,2,2601295,1
SP3BMW Grzegorz,2,2601296,1
3Z9VI Tomasz,2,2601297,1
SP9JS Janusz,2,2601299,1
SQ3SHC Stanislaw,2,2601300,1
SQ2PAX Damian,2,2601301,1
SP5LOG Michal,2,2601302,1
HF3T Karol,2,2601303,1
SP9MAC Maciej,2,2601304,1
SP1JMF Michal,2,2601305,1
SQ6CYS Marcin,2,2601306,1
SQ3V Jacek,2,2601307,1
SP5MO Mikolaj,2,2601309,1
SP5RT Tomasz,2,2601310,1
HF9BIT Kamil,2,2601311,1
SQ7OFC Jaroslaw,2,2601312,1
SP7TV Michal,2,2601313,1
SP2EKD Janusz,2,2601314,1
SP5ST Roman,2,2601315,1
SP6AF Ferdynand,2,2601316,1
SP5CLX Arkadiusz,2,2601317,1
SP9ECS Grzegorz,2,2601319,1
SP5CMW Przemysla,2,2601321,1
SP9EPI Przemysla,2,2601322,1
SQ9NFS Andrzej,2,2601323,1
SP9KTG Tomasz,2,2601324,1
SQ5LNO Jacek,2,2601325,1
SP5PMA Pawel,2,2601326,1
SP6VAC Tomasz,2,2601327,1
SP8ETM Emil,2,2601328,1
SQ9EAJ Jan,2,2601329,1
SP4ABC Robert,2,2601330,1
SP5AND Andrzej,2,2601331,1
SQ8NGO Michal,2,2601332,1
SQ6HZI Marek,2,2601333,1
SP2TPN Maciej,2,2601334,1
SP9SPK Piotr,2,2601335,1
SP9WFQ Arek,2,2601336,1
SP4AB Andrzej,2,2601337,1
SQ3RAX Dawid,2,2601338,1
SQ6AWK Adam,2,2601339,1
SP9CB Piotr,2,2601340,1
SP9DLS Szymon,2,2601341,1
SQ3OLA Oliwia,2,2601342,1
SP8ABM Roman,2,2601343,1
SP9IN Irek,2,2601344,1
SP4APB Pawel,2,2601345,1
SQ5WAW Piotr,2,2601346,1
SP2VIM Szymon,2,2601347,1
SP9KON Lukasz,2,2601348,1
SP7CWZ Jan,2,2601349,1
SP7EVG Krzysztof,2,2601350,1
SP9MPX Michal,2,2601351,1
SQ6MIF Jerzy,2,2601352,1
SP7MME Rafal,2,2601353,1
HF4112P Klub,2,2601354,1
SP6AKO Artur,2,2601356,1
SQ3KMJ Kamil,2,2601357,1
SP6NYA Fabian,2,2601358,1
SP5GRE Grzegorz,2,2601359,1
SP5MMP Marek,2,2601360,1
SQ5BAS Jakub,2,2601362,1
SP6QKP Piotr,2,2601363,1
SQ8BWH Pawel,2,2601364,1
SP9THC Lukasz,2,2601365,1
SQ7GB Bartosz,2,2601366,1
SP66B Marcin,2,2601367,1
SP2ELO Marcin,2,2601368,1
SQ5AK Adam,2,2601369,1
SP6WLA Wladyslaw,2,2601370,1
SP5ALD Maciej,2,2601371,1
SP9CXD Adam,2,2601372,1
SP5JDJ Jakub,2,2601373,1
SP7WST Mateusz,2,2601374,1
SP9CCW Szymon,2,2601375,1
SP1ABC Piotr,2,2601376,1
SQ5JIV Przemysla,2,2601377,1
SQ9MARI Mariusz,2,2601378,1
SQ5DK Dariusz,2,2601379,1
SP5SRX Szymon,2,2601380,1
SQ9B Michal,2,2601381,1
SQ3NVN Jacek,2,2601382,1
SP9LHD Bartlomie,2,2601383,1
SP6ARD Rafal,2,2601384,1
SQ6IUM Krzysztof,2,2601385,1
SQ5OVF Pawel,2,2601386,1
SP6WLM Wieslaw,2,2601387,1
SP5XD Michal,2,2601388,1
SP9SKO Robert,2,2601389,1
SQ9HP Grzegorz,2,2601390,1
SQ6JMM Justyna,2,2601391,1
SO6N Dariusz,2,2601392,1
SP9OP Jakub,2,2601393,1
SQ5DBF Dzmitry,2,2601394,1
SQ9EUM Marcin,2,2601395,1
SP8GC Grzegorz,2,2601396,1
SQ5TS Tomasz,2,2601397,1
SQ9JYZ Krzysztof,2,2601398,1
SP9MAI Marcin,2,2601399,1
SQ6FMBY Filip,2,2601400,1
SP5FUJ Wiktor,2,2601401,1
SP6AKP Adam,2,2601402,1
SQ5JJ Jacek,2,2601403,1
SQ1ES Emil,2,2601404,1
SQ7RKM Piotr,2,2601405,1
SP2JIP Krzysztof,2,2601406,1
SQ7PWM Mateusz,2,2601407,1
SP4ANR Andrei,2,2601408,1
SP7NC Piotr,2,2601409,1
SP1KC Krzysztof,2,2601410,1
SP2CSR Bartosz,2,2601411,1
SP5AWL Adam,2,2601413,1
SP0ZP Zbigniew,2,2601414,1
SP8MBO Michal,2,2601415,1
SQ7BFI Marcin,2,2601416,1
SP5TZP Piotr,2,2601417,1
SP3QDM Tomasz,2,2601418,1
SQ4PS Pawel,2,2601419,1
SP9DDB Dawid,2,2601420,1
SP3DOG Bogdan,2,2601422,1
SP2GA Michal,2,2601423,1
SP4WRI Marcin,2,2601424,1
SP9LPK Wojciech,2,2601425,1
SP9MPZ Marcin,2,2601426,1
SP9DPD Adam,2,2601427,1
SO9S Adrian,2,2601428,1
SQ4OZO Marcin,2,2601429,1
SP2OMO Daniel,2,2601430,1
SN8KR Kacper,2,2601431,1
SQ7KLK Krzysztof,2,2601432,1
SP5OG Olaf,2,2601433,1
SQ9JYO Jaroslaw,2,2601434,1
SQ2LMH Krzysztof,2,2601435,1
SP4KD Kamil,2,2601436,1
SP3JAC Jacek,2,2601437,1
SQ7PL Pawel,2,2601438,1
SQ2IPS Pawel,2,2601440,1
SP2BWI Slawomir,2,2601441,1
SQ3L Marcin,2,2601442,1
SO3T Tomasz,2,2601443,1
SP7STF Oliwier,2,2601444,1
SP1W Lukasz,2,2601445,1
SQ2TM Tomasz,2,2601446,1
SP3VK Viktoria,2,2601447,1
SQ9BC Bogdan,2,2601448,1
SP3LM Maksymilia,2,2601449,1
SQ9PKW Andrzej,2,2601450,1
SQ3KNO Andrzej,2,2601451,1
SQ9ONP Krzysztof,2,2601452,1
SQ7JZQ Tomasz,2,2601453,1
SN6ZDA Zhp Wrocl,2,2601454,1
SP6ZHP Zhp Wrocl,2,2601455,1
SP9KGB Krzysztof,2,2601456,1
SP3BSI Mariusz,2,2601457,1
SO5HIM Pawel,2,2601458,1
SP2AKE Piotr,2,2601459,1
SQ2OTO Piotr,2,2601460,1
SP6UJW Jedrzej,2,2601461,1
SP9RTT Jan,2,2601462,1
SP2CDS Lukasz,2,2601463,1
SQ1UKF Konrad,2,2601464,1
SP1KD Konrad,2,2601465,1
SP8SIL Piotr,2,2601466,1
SP6C Artur,2,2601467,1
SP9QBA Jakub,2,2601468,1
SQ5QS Piotr,2,2601469,1
SP9NGL Angel,2,2601470,1
SQ9FK Piotr,2,2601471,1
SP3LOR Krzysztof,2,2601472,1
SP3NF Fabian,2,2601473,1
SP3QBA Jakub,2,2601474,1
SP6NC Piotr,2,2601475,1
SQ6DAG Leszek,2,2601476,1
SQ4BSG Bogumil,2,2601477,1
SP9MIP Pawel,2,2601478,1
SP6MPG Grzegorz,2,2601479,1
SP9BBO Bartlomie,2,2601480,1
SQ2JAK Robert,2,2601481,1
SP2SJK Szymon,2,2601482,1
SP5AEZ Tomasz,2,2601483,1
SP2CIN Marcin,2,2601484,1
SO5RQ Jakub,2,2601485,1
SP3SRM Rafal,2,2601487,1
SP7RTX Andrzej,2,2601488,1
SP2WBN Krzysztof,2,2601489,1
SQ8KT Kamil,2,2601490,1
SP1CLM Kamil,2,2601491,1
SP7AR Arkadiusz,2,2601492,1
SP7PA Pawel,2,2601493,1
SP5WX Adam,2,2601494,1
SQ1DEX Kamil,2,2601495,1
SQ8EP Zdzislaw,2,2601496,1
SP3SOT Marek,2,2601497,1
SP6MCW Mariusz,2,2601498,1
SP9XE Krzysztof,2,2601499,1
SP3MS Maciej,2,2601500,1
SP9HKA Kamil,2,2601501,1
SP3DML Michal,2,2601502,1
SP9UNW Miroslaw,2,2601503,1
SP5WRB Andrzej,2,2601504,1
SO5TWM Tomasz,2,2601505,1
SQ9SNS Sosniaczy,2,2601506,1
SQ6NLZ Grzegorz,2,2601507,1
SP4LD Leszek,2,2601509,1
SP8ZAL Bernd,2,2601510,1
SP2LCN Tomasz,2,2601511,1
SQ9NOF Boguslaw,2,2601512,1
SP8TN Grzegorz,2,2601513,1
SP4SR Slawomir,2,2601514,1
SQ3LUNA Luna,2,2601515,1
SQ3MP Michal,2,2601516,1
SP1TER Piotr,2,2601517,1
SQ3MT Michal,2,2601518,1
SQ5ELK Gosia,2,2601519,1
SP4BG Krzysztof,2,2601520,1
SP9MIT Milosz,2,2601521,1
SP2RMZ Remigiusz,2,2601522,1
SQ1EUG Jacek,2,2601523,1
SQ6OPL Lukasz,2,2601524,1
SP9ADG Andrzej,2,2601525,1
SQ6LJC Karolak,2,2601526,1
SP9NWG Antoni,2,2601527,1
SP9GMD Filip,2,2601528,1
SP9MAJ Robert,2,2601529,1
SP7CZO Przemysla,2,2601530,1
